FakeNN JSON Name,core0,core1,core2,core3,core4,core5,core6,core7,dma,Kernel Time,Before Computation_cc_0,After Computation_cc_0,Overlap Stall Time_cc_0,Raw Compute Time_cc_0,cc_tiles_cc_0,Before Computation_cc_1,After Computation_cc_1,Overlap Stall Time_cc_1,Raw Compute Time_cc_1,cc_tiles_cc_1,Before Computation_cc_2,After Computation_cc_2,Overlap Stall Time_cc_2,Raw Compute Time_cc_2,cc_tiles_cc_2,Before Computation_cc_3,After Computation_cc_3,Overlap Stall Time_cc_3,Raw Compute Time_cc_3,cc_tiles_cc_3,Before Computation_cc_4,After Computation_cc_4,Overlap Stall Time_cc_4,Raw Compute Time_cc_4,cc_tiles_cc_4,Before Computation_cc_5,After Computation_cc_5,Overlap Stall Time_cc_5,Raw Compute Time_cc_5,cc_tiles_cc_5,Before Computation_cc_6,After Computation_cc_6,Overlap Stall Time_cc_6,Raw Compute Time_cc_6,cc_tiles_cc_6,Before Computation_cc_7,After Computation_cc_7,Overlap Stall Time_cc_7,Raw Compute Time_cc_7,cc_tiles_cc_7,Total CC Tiles,Overlap Stall Time Total,Raw Compute Time Total
128x128x128w23-32-30,352528,352489,352512,352514,352512,352222,352220,352230,356508,352529,3589,411,33473,319348,120,3589,432,33800,319003,120,3589,410,34054,318750,120,3589,406,32069,320733,120,3587,409,32766,320037,120,3587,699,48857,303946,120,3587,701,48352,304451,120,3587,691,138342,214461,120,960,401713,2420729
128x128x128w23-32-31,351002,350992,351010,351016,351013,350862,350862,350844,354971,351019,3563,422,31697,319609,120,3555,433,32724,318583,120,3555,414,32375,318931,120,3555,407,31030,320275,120,3553,409,31683,319621,120,3553,559,47813,303490,120,3553,558,47584,303718,120,3553,575,137271,214030,120,960,392177,2418257
128x128x128w23-32-32,343794,343781,343808,343781,343779,342708,342708,342717,347698,343814,3541,377,24342,319735,96,3541,385,23549,320523,96,3541,357,24500,319571,96,3541,383,22682,321388,96,3539,384,22559,321510,96,3531,1462,38622,305454,96,3531,1461,38533,305542,96,3531,1451,129640,214434,96,768,324427,2428157
128x128x128w24-32-26,346013,346055,346039,346041,346062,346048,346056,346045,349935,346066,3525,418,32469,313844,120,3517,373,34279,312031,120,3517,389,33196,313114,120,3517,387,31802,314508,120,3515,366,32158,314152,120,3515,380,30683,315627,120,3515,372,31485,314825,120,3515,375,30978,315324,120,960,257050,2513425
128x128x128w24-32-27,343955,343916,343928,343930,343932,343957,343949,343962,347830,343965,3521,376,31916,312297,120,3521,403,33161,311040,120,3521,391,32966,311235,120,3521,389,31106,313095,120,3519,387,31967,312234,120,3511,370,31233,312976,120,3511,378,32046,312163,120,3511,357,30680,313521,120,960,255075,2498561
128x128x128w24-32-28,344312,344320,344337,344329,344325,344313,344318,344312,348213,344339,3536,387,33607,310974,120,3528,375,34377,310200,120,3528,358,34611,309966,120,3528,366,31990,312587,120,3526,370,32508,312069,120,3526,382,30826,313751,120,3526,377,31384,313193,120,3526,375,30537,314032,120,960,259840,2496772
128x128x128w24-32-29,341527,341521,341538,341548,341539,341542,341547,341548,345470,341555,3576,384,31927,309866,120,3568,391,33264,308530,120,3568,374,32870,308924,120,3568,364,31594,310200,120,3566,373,31915,309879,120,3566,370,30885,310909,120,3566,365,31150,310644,120,3566,356,30873,310913,120,960,254478,2479865
128x128x128w24-32-30,338628,338628,338596,338612,338615,338612,338618,338619,342558,338630,3581,371,32193,306688,120,3581,359,33431,305438,120,3581,391,33135,305734,120,3581,375,31073,307796,120,3579,372,32006,306863,120,3579,375,31041,307828,120,3579,369,31185,307684,120,3579,360,30668,308193,120,960,254732,2456224
128x128x128w24-32-31,338304,338262,338276,338281,338299,338291,338284,338291,342258,338305,3601,373,32951,305608,120,3601,405,33172,305377,120,3601,391,32939,305610,120,3601,386,30922,307627,120,3599,368,31855,306694,120,3599,376,31266,307283,120,3599,383,31349,307200,120,3599,376,31248,307301,120,960,255702,2452700
128x128x128w24-32-32,331593,331593,331593,331625,331614,331585,331593,331593,335471,331631,3539,355,24247,307607,96,3539,348,24043,307804,96,3539,347,23602,308244,96,3539,314,21553,310292,96,3537,324,21735,310109,96,3537,352,19712,312131,96,3529,351,21472,310378,96,3529,350,20570,311279,96,768,176934,2477844
128x128x128w25-32-26,428037,428040,428029,404984,404940,404964,404964,404964,431918,428042,3552,349,30297,397971,120,3552,328,116635,311615,120,3552,340,116355,311896,120,3552,23383,132023,296246,100,3550,23428,132941,295329,100,3550,23404,131402,296868,100,3550,23404,131536,296734,100,3550,23404,131161,297109,100,860,922350,2503768
128x128x128w25-32-27,428121,428128,428126,405054,405018,405013,405022,405037,432015,428130,3569,344,30806,397541,120,3569,327,116723,311614,120,3569,328,116957,311379,120,3569,23399,132215,296140,100,3567,23434,133130,295224,100,3567,23438,132635,295718,100,3567,23428,132166,296186,100,3567,23412,131621,296730,100,860,926253,2500532
128x128x128w25-32-28,425986,425989,425990,403079,403030,403032,403059,403059,429893,425993,3584,342,31004,395206,120,3584,329,117315,308885,120,3584,327,117290,308909,120,3584,23237,132436,293782,100,3582,23285,132713,293504,100,3582,23282,132300,293916,100,3582,23254,132397,293818,100,3582,23253,131851,294363,100,860,927306,2482383
128x128x128w25-32-29,423629,423630,423634,400952,400921,400905,400928,400933,427567,423637,3614,343,30853,393001,120,3614,332,116466,307378,120,3614,327,116327,307516,120,3614,23008,132219,291643,100,3612,23038,132586,291275,100,3612,23053,131939,291921,100,3612,23029,132038,291821,100,3612,23023,131769,292089,100,860,924197,2466644
128x128x128w25-32-30,420566,420556,420557,397946,397947,397906,397924,397906,424517,420567,3632,338,30820,389966,120,3632,338,116691,304085,120,3632,336,116686,304089,120,3632,22946,132282,288512,100,3630,22944,133119,287674,100,3630,22984,132541,288251,100,3630,22965,132828,287963,100,3630,22982,132505,288285,100,860,927472,2438825
128x128x128w25-32-31,421144,421146,421150,398592,398600,398584,398575,398608,425114,421153,3639,351,30054,391323,120,3639,331,116538,304821,120,3639,328,115315,306045,120,3639,22884,131107,290271,100,3637,22877,131872,289507,100,3637,22893,131327,290052,100,3637,22902,131848,289531,100,3637,22869,131451,289928,100,860,919512,2451478
128x128x128w25-32-32,407262,407264,407261,385703,385715,385737,385725,385731,411134,407269,3578,308,19944,387532,96,3578,301,103397,304074,96,3578,303,103232,304238,96,3578,21860,119412,288073,80,3576,21847,119993,287491,80,3568,21832,118587,288904,80,3568,21843,118940,288550,80,3568,21836,119255,288234,80,688,822760,2437096
128x128x128w26-24-32,361189,361183,361185,361191,361170,361174,361175,361175,365139,361195,3550,419,31204,330286,120,3550,415,30933,330547,120,3550,412,98642,262837,120,3550,405,98013,263465,120,3548,425,97871,263606,120,3548,420,96757,264719,120,3548,418,96748,264727,120,3548,417,96742,264732,120,960,646910,2244919
128x128x128w26-24-33,362233,362234,362232,362212,362206,362224,362222,362223,366203,362236,3565,424,30804,331735,120,3565,413,30641,331888,120,3565,414,98551,263977,120,3565,433,97969,264558,120,3563,438,98350,264176,120,3563,419,97298,265227,120,3563,420,97228,265296,120,3563,418,96213,266310,120,960,647054,2253167
128x128x128w26-24-34,361686,361686,361687,361672,361658,361677,361688,361676,365690,361695,3599,424,30548,331444,120,3599,414,30620,331362,120,3599,412,98369,263612,120,3599,426,97731,264249,120,3597,439,97655,264324,120,3597,419,96714,265264,120,3597,407,96897,265080,120,3597,418,96455,265521,120,960,644989,2250856
128x128x128w26-24-35,361791,361789,361762,361775,361776,361781,361779,361781,365800,361792,3608,420,30595,331498,120,3608,412,30675,331408,120,3608,438,98665,263417,120,3608,424,97796,264285,120,3606,422,97872,264208,120,3606,416,96205,265874,120,3606,417,97124,264954,120,3606,414,96438,265639,120,960,645370,2251283
128x128x128w26-24-36,361591,361593,361590,361593,361594,361603,361572,361575,365603,361609,3604,427,30481,331419,120,3604,415,30564,331326,120,3604,417,98215,263674,120,3604,413,97647,264241,120,3602,411,97553,264334,120,3602,401,96434,265452,120,3602,431,96592,265293,120,3602,427,96594,265290,120,960,644080,2251029
128x128x128w26-24-37,362063,362063,362033,362046,362047,362056,362050,362052,366101,362065,3638,419,30778,331586,120,3638,409,30709,331645,120,3638,438,98787,263566,120,3638,424,98086,264266,120,3636,422,98097,264254,120,3636,412,96786,265564,120,3636,417,96966,265383,120,3636,414,96474,265874,120,960,646683,2252138
128x128x128w26-24-38,362082,362083,362085,362095,362091,362100,362068,362072,366140,362106,3645,432,30655,331741,120,3645,421,30718,331668,120,3645,418,98312,264073,120,3645,407,97526,264858,120,3643,410,97507,264876,120,3643,400,96685,265697,120,3643,431,96699,265682,120,3643,426,96687,265693,120,960,644789,2254288
128x128x128w26-24-39,361979,361977,361955,361964,361964,361970,361970,361970,366042,361980,3655,427,30879,331409,120,3655,419,30894,331384,120,3655,440,98743,263534,120,3655,430,97882,264394,120,3653,429,98270,264005,120,3653,422,96636,265638,120,3653,421,97255,265018,120,3653,420,96838,265434,120,960,647397,2250816
128x128x128w26-32-22,399458,399437,399441,399480,399488,399497,399489,399505,403475,399506,3487,542,34358,365524,120,3487,560,35056,364823,120,3487,555,103432,296446,120,3487,515,101764,298113,120,3485,506,101957,297919,120,3485,496,101129,298746,120,3485,503,100986,298888,120,3477,494,101318,298563,120,960,680000,2519022
128x128x128w26-32-23,397217,397238,397238,397250,397248,397261,397243,397251,401249,397268,3497,553,33855,363797,120,3497,523,34875,362768,120,3497,522,103302,294340,120,3497,509,101137,296504,120,3495,510,101657,295983,120,3495,496,100197,297442,120,3495,513,101167,296471,120,3487,512,100869,296776,120,960,677059,2504081
128x128x128w26-32-24,396481,396494,396507,396518,396507,396518,396532,396534,400515,396536,3507,545,34008,362900,120,3507,523,34441,362458,120,3507,509,102565,294333,120,3507,497,101158,295739,120,3505,507,101503,295393,120,3505,495,100549,296346,120,3497,488,101076,295826,120,3497,485,100927,295974,120,960,676227,2498969
128x128x128w26-32-25,396986,396981,396981,396999,396991,397001,396984,396965,401002,397007,3515,519,34454,362933,120,3515,515,34184,363194,120,3515,514,103141,294236,120,3515,495,101546,295830,120,3513,502,101926,295449,120,3513,491,100825,296549,120,3513,507,101095,296278,120,3513,525,100748,296624,120,960,677919,2501093
128x128x128w26-32-26,387187,387203,387195,387196,387179,387195,387195,387203,391207,387207,3544,496,26026,361559,100,3544,462,27531,360036,100,3544,471,94922,292646,100,3544,468,92894,294672,100,3542,486,93098,294469,100,3542,470,92257,295310,100,3534,478,93167,294408,100,3534,470,92528,295047,100,800,612423,2488147
128x128x128w26-32-27,388893,388870,388868,388893,388901,388912,388895,388899,392949,388918,3576,499,26319,362975,100,3576,512,27571,361713,100,3576,513,95383,293900,100,3576,487,93395,295887,100,3574,478,93912,295369,100,3574,466,92632,296648,100,3574,482,93117,296162,100,3574,477,92313,296965,100,800,614642,2499619
128x128x128w26-32-28,384264,384207,384239,384247,384263,384272,384272,384263,388316,384279,3586,485,25801,358850,100,3586,532,26769,357872,100,3586,499,94442,290198,100,3586,490,92646,291993,100,3584,473,93737,290901,100,3584,463,92750,291887,100,3584,462,92754,291882,100,3584,470,92859,291776,100,800,611758,2465359
128x128x128w26-32-29,383362,383370,383346,383355,383337,383363,383378,383379,387458,383387,3622,493,26598,357159,100,3622,475,26984,356763,100,3622,498,94847,288899,100,3622,488,92966,290779,100,3620,505,93670,290074,100,3620,478,92686,291057,100,3620,462,92849,290893,100,3620,460,92375,291366,100,800,612975,2456990
128x128x128w26-32-30,381295,381299,381311,381307,381290,381285,381276,381304,385406,381314,3643,487,26259,355425,100,3643,473,26620,355054,100,3643,460,94732,286941,100,3643,463,93405,288267,100,3641,479,93556,288115,100,3641,483,93269,288401,100,3641,491,92744,288925,100,3641,462,92880,288788,100,800,613465,2439916
128x128x128w26-32-31,382797,382790,382759,382768,382770,382739,382789,382789,386869,382799,3608,482,26704,356477,100,3608,480,27963,355209,100,3608,510,96118,287053,100,3608,500,93879,289291,100,3606,497,94929,288240,100,3606,527,93538,289630,100,3606,476,93368,289799,100,3598,483,93427,289747,100,800,619926,2445446
128x128x128w26-32-32,373636,373651,373615,373643,373643,373677,373666,373666,377647,373678,3572,459,17848,356169,80,3572,426,17540,356459,80,3572,463,86082,287918,80,3572,433,84917,289081,80,3570,434,85359,288640,80,3562,408,83779,290228,80,3562,419,84119,289888,80,3562,419,84026,289981,80,640,543670,2448364
128x128x128w27-24-32,360454,360429,360443,360453,360185,360190,360173,360169,364407,360457,3584,388,29739,330985,120,3584,403,29626,331088,120,3584,388,30099,330614,120,3584,377,95960,264752,120,3582,644,113246,247465,120,3582,638,112417,248293,120,3582,654,112425,248284,120,3582,657,112287,248421,120,960,635799,2249902
128x128x128w27-24-33,362979,363008,362973,362983,362749,362759,362757,362755,367052,363009,3661,430,32129,331162,120,3653,401,31260,332031,120,3653,436,31957,331334,120,3653,426,99157,264134,120,3651,660,115059,248232,120,3651,650,114889,248402,120,3651,644,114449,248834,120,3651,646,114260,249023,120,960,653160,2253152
128x128x128w27-24-34,362134,362147,362117,362126,361920,361924,361924,361924,366222,362148,3697,409,30791,331634,120,3689,396,30935,331490,120,3689,426,31534,330891,120,3689,417,98671,263754,120,3687,623,114751,247674,120,3687,619,114401,248024,120,3687,611,114507,247910,120,3687,611,114196,248221,120,960,649786,2249598
128x128x128w27-24-35,363281,363293,363263,363276,363085,363094,363094,363094,367364,363294,3693,408,32292,331279,120,3685,396,31442,332129,120,3685,426,32449,331122,120,3685,413,99444,264127,120,3683,604,115471,248100,120,3683,595,114953,248618,120,3683,587,115095,248468,120,3683,587,114836,248727,120,960,655982,2252570
128x128x128w27-24-36,362731,362748,362718,362732,362568,362573,362570,362573,366819,362749,3693,413,32185,330841,120,3685,396,31262,331764,120,3685,426,32195,330831,120,3685,412,99442,263584,120,3683,576,115409,247617,120,3683,571,114573,248453,120,3683,566,115135,247883,120,3683,563,114838,248180,120,960,655039,2249153
128x128x128w27-24-37,363187,363210,363179,363188,363049,363057,363054,363057,367315,363211,3727,419,32185,331303,120,3719,396,31211,332277,120,3719,427,32178,331310,120,3719,418,99502,263986,120,3717,557,115283,248205,120,3717,549,115099,248389,120,3717,544,115404,248076,120,3717,541,114912,248568,120,960,655774,2252114
128x128x128w27-32-22,394416,394417,394425,394437,393829,393832,393833,393836,398422,394441,3526,500,33953,360845,120,3526,481,34023,360757,120,3526,474,34459,360322,120,3526,460,101164,293615,120,3524,1069,119243,275537,120,3524,1066,118060,276720,120,3524,1065,117906,276874,120,3524,1062,118101,276679,120,960,676909,2481349
128x128x128w27-32-23,392979,392961,392974,392922,392499,392517,392516,392508,396977,392980,3536,472,33931,359402,120,3536,482,34213,359112,120,3536,470,34175,359151,120,3536,520,101680,291644,120,3534,944,118633,274692,120,3534,926,117503,275822,120,3534,927,117853,275472,120,3534,935,117385,275940,120,960,675373,2471235
128x128x128w27-32-24,395663,395647,395671,395670,395380,395393,395399,395361,399670,395674,3547,477,34286,361736,120,3547,486,33965,362050,120,3547,463,34167,361849,120,3547,462,100973,295041,120,3545,753,119149,276866,120,3545,740,117427,278588,120,3545,734,117985,278030,120,3545,772,117781,278234,120,960,675733,2492394
128x128x128w27-32-25,397866,397866,397866,397873,397724,397716,397724,397700,401890,397877,3566,478,33544,364682,120,3566,460,34203,364005,120,3566,461,34728,363481,120,3566,452,101516,296691,120,3564,602,119161,279047,120,3564,610,117951,280257,120,3564,602,118059,280149,120,3564,626,117851,280357,120,960,677013,2508669
128x128x128w27-32-26,388831,388843,388841,388856,388047,388006,388029,388049,392871,388860,3572,484,25805,363412,100,3572,458,27229,361974,100,3572,461,27039,362165,100,3572,444,92819,296383,100,3570,1254,110787,278416,100,3570,1295,109593,279610,100,3570,1272,110292,278911,100,3570,1252,109524,279679,100,800,613088,2500550
128x128x128w27-32-27,385737,385712,385719,385744,385070,385088,385081,385081,389757,385749,3568,471,25862,360248,100,3568,486,26741,359359,100,3568,478,27005,359094,100,3568,452,92445,293653,100,3566,1125,110387,275710,100,3566,1106,109155,276941,100,3566,1112,109874,276221,100,3558,1119,109128,276974,100,800,610597,2478200
128x128x128w27-32-28,382309,382298,382314,382323,381767,381778,381751,381739,386353,382327,3586,478,25876,356813,100,3586,471,26399,356272,100,3586,456,26735,355937,100,3586,445,93165,289505,100,3584,1002,110876,271795,100,3584,991,110119,272552,100,3584,1018,110114,272557,100,3584,1030,109908,272763,100,800,613192,2448194
128x128x128w27-32-29,381587,381595,381603,381587,381157,381151,381177,381182,385670,381606,3623,477,25467,356499,100,3623,454,27409,354542,100,3623,447,26525,355427,100,3623,461,92705,289245,100,3621,892,110711,271240,100,3621,898,109522,272429,100,3621,872,109956,271995,100,3621,867,109741,272210,100,800,612036,2443587
128x128x128w27-32-30,380553,380534,380567,380559,380270,380296,380293,380285,384655,380570,3644,478,25820,355113,100,3644,479,26773,354142,100,3644,447,26587,354329,100,3644,453,92644,288270,100,3642,743,110645,270270,100,3642,717,109903,271012,100,3642,720,109783,271132,100,3642,728,109871,271044,100,800,612026,2435312
128x128x128w27-32-31,379773,379779,379748,379788,379611,379612,379604,379613,383874,379791,3654,460,25484,354651,100,3646,459,26744,353396,100,3646,490,26539,353601,100,3646,450,92520,287620,100,3644,621,110377,269757,100,3644,619,109398,270735,100,3644,626,109508,270624,100,3644,617,109271,270861,100,800,609841,2431245
128x128x128w27-32-32,371776,371758,371783,371814,370689,370706,370706,370706,375829,371821,3625,442,17943,354197,80,3625,455,18256,353879,80,3625,429,18542,353592,80,3625,397,85511,286622,80,3623,1521,103109,269023,80,3615,1511,101898,270241,80,3615,1510,102187,269951,80,3615,1509,101670,270467,80,640,549116,2427972
128x128x128w28-24-32,344958,344962,344965,344969,344972,344975,344942,344958,348930,344981,3594,397,30968,314269,120,3594,383,31136,314091,120,3594,379,31255,313971,120,3594,374,30466,314759,120,3592,370,98229,246995,120,3592,366,97364,247859,120,3592,398,97128,248094,120,3592,381,97964,247257,120,960,514510,2247295
128x128x128w28-24-33,346185,346193,346194,346199,346188,346205,346167,346204,350228,346211,3660,401,32287,314181,120,3652,393,32249,314219,120,3652,392,32604,313864,120,3652,387,31467,315001,120,3650,398,99605,246863,120,3650,381,98916,247552,120,3650,411,98681,247779,120,3650,374,98480,247980,120,960,524289,2247439
128x128x128w28-24-34,345934,345938,345939,345942,345930,345943,345909,345931,350016,345948,3704,396,32296,313916,120,3696,392,31820,314392,120,3696,391,32306,313906,120,3696,388,31681,314531,120,3694,400,99260,246952,120,3694,387,98863,247349,120,3694,413,98510,247694,120,3694,391,98646,247558,120,960,523382,2246298
128x128x128w28-24-35,346030,346039,346018,346040,346009,346026,346027,346023,350115,346043,3709,394,32123,314183,120,3701,385,31613,314693,120,3701,406,32449,313857,120,3701,384,31907,314399,120,3699,415,99143,247163,120,3699,398,98478,247828,120,3699,389,98525,247773,120,3699,393,98568,247730,120,960,522806,2247626
128x128x128w28-24-36,345914,345922,345903,345921,345892,345911,345913,345910,349995,345924,3710,389,31972,314213,120,3702,381,31895,314290,120,3702,400,32521,313664,120,3702,382,31424,314761,120,3700,411,99091,247094,120,3700,392,98756,247429,120,3700,382,98370,247807,120,3700,385,98407,247770,120,960,522436,2247028
128x128x128w28-32-22,379315,379292,379287,379298,379306,379316,379308,379312,383296,379322,3547,454,34467,345184,120,3547,459,34523,345110,120,3547,465,35021,344613,120,3547,452,32845,346787,120,3545,445,102556,277077,120,3545,435,101235,278398,120,3545,443,101652,277981,120,3545,439,101525,278108,120,960,543824,2493258
128x128x128w28-32-23,379110,379114,379120,379098,379089,379115,379106,379106,383112,379123,3561,461,34429,345024,120,3561,439,35173,344262,120,3561,434,35307,344129,120,3561,454,33590,345844,120,3559,464,102882,276553,120,3559,438,101580,277855,120,3559,447,102160,277275,120,3559,447,101723,277712,120,960,546844,2488654
128x128x128w28-32-24,380321,380300,380302,380315,380327,380322,380331,380335,384325,380343,3556,468,35236,345435,120,3556,471,36117,344536,120,3556,470,35978,344676,120,3556,455,34549,346103,120,3554,444,103475,277178,120,3554,449,102255,278398,120,3554,440,101809,278844,120,3554,436,102260,278393,120,960,551679,2493563
128x128x128w28-32-25,381686,381686,381686,381695,381692,381695,381679,381670,385720,381701,3589,465,35523,346510,120,3589,447,35632,346383,120,3589,448,35214,346802,120,3589,437,33592,348422,120,3587,441,103497,278518,120,3587,438,101792,280223,120,3587,454,102241,279774,120,3587,463,102496,279519,120,960,549987,2506151
128x128x128w28-32-26,369920,369937,369903,369921,369943,369936,369939,369937,373965,369948,3611,454,27398,342878,100,3611,419,28575,341683,100,3611,454,28383,341876,100,3611,434,25937,344320,100,3609,413,95604,274654,100,3609,420,94631,275627,100,3609,417,95488,274770,100,3609,419,94680,275578,100,800,490696,2471386
128x128x128w28-32-27,367968,367979,367969,367955,367954,367955,367972,367955,372006,367981,3617,441,27312,340999,100,3617,412,27983,340310,100,3617,423,28404,339890,100,3617,435,26135,342157,100,3615,437,95343,272950,100,3615,436,94352,273941,100,3615,419,94557,273736,100,3615,436,94306,273987,100,800,488392,2457970
128x128x128w28-32-28,366509,366491,366466,366492,366479,366497,366500,366523,370570,366524,3642,436,27185,339662,100,3642,446,28338,338501,100,3642,470,28543,338295,100,3642,443,26488,340349,100,3640,455,95457,271379,100,3640,436,95075,271760,100,3640,432,95151,271683,100,3632,416,94106,272735,100,800,490343,2444364
128x128x128w28-32-29,365463,365461,365419,365448,365453,365444,365454,365454,369554,365464,3677,434,27006,338793,100,3677,418,28211,337570,100,3677,461,27926,337856,100,3677,430,26072,339708,100,3675,426,95743,270038,100,3675,435,94083,271698,100,3675,425,94885,270896,100,3675,425,94096,271685,100,800,488022,2438244
